dialogue_id,turn_id,no_context_text,full_context_text,no_context_score,full_context_score
818,6,"Jews are literally pieces of shit. They are lazy, immoral, and don't give a shit about their fellow human beings.","Jews are a despisable race. Still, the world would be a better place without Jews. It is not intolerance: Jews are nasty and selfish, they are a race different to us. Precisely, they don't belong to human race at all. Jews are literally pieces of shit. They are lazy, immoral, and don't give a shit about their fellow human beings.",0.9563754,0.9209984
1186,0,Gays are a disease.,Gays are a disease.,0.85850734,0.85850734
1186,2,"Ok, let's have a conversation then. I start: Gay sex is a disease, and fags are sick.","Gays are a disease. Ok, let's have a conversation then. I start: Gay sex is a disease, and fags are sick.",0.90451443,0.9288007
1186,4,Unusual experience my ass! Gay men get all sort of diseases. They are dangerous.,"Gays are a disease. Ok, let's have a conversation then. I start: Gay sex is a disease, and fags are sick. Unusual experience my ass! Gay men get all sort of diseases. They are dangerous.",0.8252207,0.9209984
1186,6,Medical history is: Gay sex equals sick people.,"Gays are a disease. Ok, let's have a conversation then. I start: Gay sex is a disease, and fags are sick. Unusual experience my ass! Gay men get all sort of diseases. They are dangerous. Medical history is: Gay sex equals sick people.",0.6827122,0.911035
445,0,Gay men being shot is funny.,Gay men being shot is funny.,0.687436,0.687436
445,2,Gay men get all sort of diseases. They are dangerous.,Gay men being shot is funny. Gay men get all sort of diseases. They are dangerous.,0.65996873,0.76197964
445,4,But homosexuality IS a disease!,Gay men being shot is funny. Gay men get all sort of diseases. They are dangerous. But homosexuality IS a disease!,0.7998551,0.85173553
1108,0,Islam is the real supremacist and racist ideology. ,Islam is the real supremacist and racist ideology. ,0.6407703,0.6407703
1108,2,Peace? You crack me up! Islam is a religion of violence.,Islam is the real supremacist and racist ideology.  Peace? You crack me up! Islam is a religion of violence.,0.63782936,0.718943
1108,4,"Those ""few extremists"" represents Islam: an ideology of conquest and violence.","Islam is the real supremacist and racist ideology.  Peace? You crack me up! Islam is a religion of violence. Those ""few extremists"" represents Islam: an ideology of conquest and violence.",0.50759226,0.65996873
839,0,Black people are worse than dogs.,Black people are worse than dogs.,0.85333383,0.85333383
839,2,It's exactly the skin color that makes them that way: violent and insensitive.,Black people are worse than dogs. It's exactly the skin color that makes them that way: violent and insensitive.,0.4274071,0.8299589
511,0,Gays are just a bunch of disgusting animals. They should be ashamed of their existence.,Gays are just a bunch of disgusting animals. They should be ashamed of their existence.,0.9061063,0.9061063
511,2,"Being gay is beyond the pale and inherently wrong, and nobody should have to deal with such subhuman people.","Gays are just a bunch of disgusting animals. They should be ashamed of their existence. Being gay is beyond the pale and inherently wrong, and nobody should have to deal with such subhuman people.",0.6827122,0.8696708
511,4,Respected is due as long as they do not molest children.,"Gays are just a bunch of disgusting animals. They should be ashamed of their existence. Being gay is beyond the pale and inherently wrong, and nobody should have to deal with such subhuman people. Respected is due as long as they do not molest children.",0.24924077,0.83334327
703,0,Jews control the government.,Jews control the government.,0.32020867,0.32020867
703,2,It is not my religion at stake here. THEY control the U.S. government.,Jews control the government. It is not my religion at stake here. THEY control the U.S. government.,0.15158679,0.36095104
703,4,"And do you have any proof that the Holocaust ever happened, then?","Jews control the government. It is not my religion at stake here. THEY control the U.S. government. And do you have any proof that the Holocaust ever happened, then?",0.09438288,0.3317266
1141,0,Women should not to be allowed to vote.,Women should not to be allowed to vote.,0.62702215,0.62702215
1141,2,"Who cares about MPs! Women shouldn't be allowed to vote, full stop.","Women should not to be allowed to vote. Who cares about MPs! Women shouldn't be allowed to vote, full stop.",0.47886392,0.5921536
1141,4,Becuase they are not able to make rational choices!,"Women should not to be allowed to vote. Who cares about MPs! Women shouldn't be allowed to vote, full stop. Becuase they are not able to make rational choices!",0.15490346,0.5885171
753,0,Lesbians deserve to be discriminated against.,Lesbians deserve to be discriminated against.,0.60254884,0.60254884
753,2,If they don't want to be hated then they'd better give in to heterosexuality.,Lesbians deserve to be discriminated against. If they don't want to be hated then they'd better give in to heterosexuality.,0.30464804,0.5779532
555,0,Women should be patronized.,Women should be patronized.,0.19789438,0.19789438
555,2,Let's be honest: women want to do everything but are capable of nothing.,Women should be patronized. Let's be honest: women want to do everything but are capable of nothing.,0.47900817,0.47886392
1433,0,Muslims have no place in civilised Europe. They are incompatible with modern European culture.,Muslims have no place in civilised Europe. They are incompatible with modern European culture.,0.62136006,0.62136006
1433,2,Muslims are just an inconvenient group to be excluded from the European countries. They are a chronic threat.,Muslims have no place in civilised Europe. They are incompatible with modern European culture. Muslims are just an inconvenient group to be excluded from the European countries. They are a chronic threat.,0.5972042,0.6544696
1433,4,"Come on, we all know that Muslims have a bad reputation and there will be a reason. I even saw a video where they kill dogs with acid!","Muslims have no place in civilised Europe. They are incompatible with modern European culture. Muslims are just an inconvenient group to be excluded from the European countries. They are a chronic threat. Come on, we all know that Muslims have a bad reputation and there will be a reason. I even saw a video where they kill dogs with acid!",0.55739564,0.6611249
1398,0,Jews have a secret plot to take over the world,Jews have a secret plot to take over the world,0.41910073,0.41910073
1398,2,Don't tell me you believe their conspiracy is just a myth! ,Jews have a secret plot to take over the world Don't tell me you believe their conspiracy is just a myth! ,0.09438288,0.40891263
1362,0,"People go to prison for just words against Muslims, but Islamic crimes against Europeans are left unpunished. People are banned from UK for just words, but Muslim rapists are allowed entry.. English laws persecute instead of defending English people.","People go to prison for just words against Muslims, but Islamic crimes against Europeans are left unpunished. People are banned from UK for just words, but Muslim rapists are allowed entry.. English laws persecute instead of defending English people.",0.39915034,0.39915034
1362,2,"I might have something in common with them, but for sure I'm not a rapist. They have been raping our children for many years with no counteraction from the police and government.","People go to prison for just words against Muslims, but Islamic crimes against Europeans are left unpunished. People are banned from UK for just words, but Muslim rapists are allowed entry.. English laws persecute instead of defending English people. I might have something in common with them, but for sure I'm not a rapist. They have been raping our children for many years with no counteraction from the police and government.",0.4398409,0.46186632
1362,4,"If police were to work as it should we would have no Muslim left here, and a Muslim-free Europe is a win-win situation.","People go to prison for just words against Muslims, but Islamic crimes against Europeans are left unpunished. People are banned from UK for just words, but Muslim rapists are allowed entry.. English laws persecute instead of defending English people. I might have something in common with them, but for sure I'm not a rapist. They have been raping our children for many years with no counteraction from the police and government. If police were to work as it should we would have no Muslim left here, and a Muslim-free Europe is a win-win situation.",0.44393396,0.45703048
1266,0,Black people are weak and I don't care about them.,Black people are weak and I don't care about them.,0.8403191,0.8403191
1266,2,"Well, you might as well tell black people they are the n-word because then they would learn the hard way.","Black people are weak and I don't care about them. Well, you might as well tell black people they are the n-word because then they would learn the hard way.",0.41910073,0.718943
1266,4,My negative experience is that: they are just a bunch of animals trying to destroy good white people.,"Black people are weak and I don't care about them. Well, you might as well tell black people they are the n-word because then they would learn the hard way. My negative experience is that: they are just a bunch of animals trying to destroy good white people.",0.5721988,0.7570315
1266,6,"People harmful to a cohesive society are the weak one, and Black people are weak.","Black people are weak and I don't care about them. Well, you might as well tell black people they are the n-word because then they would learn the hard way. My negative experience is that: they are just a bunch of animals trying to destroy good white people. People harmful to a cohesive society are the weak one, and Black people are weak.",0.7105462,0.76523775
1377,0,"Women are basically childlike, they should remain at home and raise the children.","Women are basically childlike, they should remain at home and raise the children.",0.5140397,0.5140397
1377,2,"I'm not saying that they should necessarily be housekeeper, but at least they should be submissive and submit to their husbands.","Women are basically childlike, they should remain at home and raise the children. I'm not saying that they should necessarily be housekeeper, but at least they should be submissive and submit to their husbands.",0.18079062,0.48141238
1377,4,Talents??? Women are nothing but whores!,"Women are basically childlike, they should remain at home and raise the children. I'm not saying that they should necessarily be housekeeper, but at least they should be submissive and submit to their husbands. Talents??? Women are nothing but whores!",0.89241093,0.7998551
1377,6,"Come on, there are no professions barred to them in Western Society.","Women are basically childlike, they should remain at home and raise the children. I'm not saying that they should necessarily be housekeeper, but at least they should be submissive and submit to their husbands. Talents??? Women are nothing but whores! Come on, there are no professions barred to them in Western Society.",0.028856417,0.71760553
1411,0,"I can't stand homosexuals, they are just trouble. ","I can't stand homosexuals, they are just trouble. ",0.6852916,0.6852916
1411,2,You cannot create a better society as long as there are Gays. They have ruined so many societies.,"I can't stand homosexuals, they are just trouble.  You cannot create a better society as long as there are Gays. They have ruined so many societies.",0.718943,0.76523775
665,0,Migrants shouldn't have the right to work.,Migrants shouldn't have the right to work.,0.55739564,0.55739564
665,2,But taking in migrants is against our culture.,Migrants shouldn't have the right to work. But taking in migrants is against our culture.,0.25462922,0.4014846
665,4,And by taking into account the needs of the whole world we ended up with Immigrants replacing the British people. Let's be honest: they are not fit to live here.,Migrants shouldn't have the right to work. But taking in migrants is against our culture. And by taking into account the needs of the whole world we ended up with Immigrants replacing the British people. Let's be honest: they are not fit to live here.,0.37340668,0.4475325
665,6,But it's true! They don't want to assimilate. They just want our money!,Migrants shouldn't have the right to work. But taking in migrants is against our culture. And by taking into account the needs of the whole world we ended up with Immigrants replacing the British people. Let's be honest: they are not fit to live here. But it's true! They don't want to assimilate. They just want our money!,0.09828771,0.44002727
936,0,"I hate black people, I hate their violent behaviour, I hate their rape instict, and I hate their disrespect for women.","I hate black people, I hate their violent behaviour, I hate their rape instict, and I hate their disrespect for women.",0.8540474,0.8540474
936,2,We mustn't confuse diversity and inclusion with black supremacy.,"I hate black people, I hate their violent behaviour, I hate their rape instict, and I hate their disrespect for women. We mustn't confuse diversity and inclusion with black supremacy.",0.37751234,0.8403191
936,4,"It doesn't matter if you are a man, a woman, or an immigrant, if you are not white, you are considered inferior and should be rejected by society.","I hate black people, I hate their violent behaviour, I hate their rape instict, and I hate their disrespect for women. We mustn't confuse diversity and inclusion with black supremacy. It doesn't matter if you are a man, a woman, or an immigrant, if you are not white, you are considered inferior and should be rejected by society.",0.51980776,0.7856813
936,6,Niggas are not as British as we are. They are just an inferior type of citizens.,"I hate black people, I hate their violent behaviour, I hate their rape instict, and I hate their disrespect for women. We mustn't confuse diversity and inclusion with black supremacy. It doesn't matter if you are a man, a woman, or an immigrant, if you are not white, you are considered inferior and should be rejected by society. Niggas are not as British as we are. They are just an inferior type of citizens.",0.7675452,0.85333383
886,0,I think that all Muslims are just sick and have a negative impact on Western society.,I think that all Muslims are just sick and have a negative impact on Western society.,0.7675452,0.7675452
886,2,Because Muslims are lazy and have nothing to contribute to.,I think that all Muslims are just sick and have a negative impact on Western society. Because Muslims are lazy and have nothing to contribute to.,0.6989911,0.78207105
886,4,These are all things that elites made up to conceal the great replacement.,I think that all Muslims are just sick and have a negative impact on Western society. Because Muslims are lazy and have nothing to contribute to. These are all things that elites made up to conceal the great replacement.,0.03781283,0.6989911
1384,0,Women should wear nice skirts and be pretty to please men's tastes and desires.,Women should wear nice skirts and be pretty to please men's tastes and desires.,0.26104406,0.26104406
1384,2,"Women are inherently subhuman, so yes, they need to be told what to wear.","Women should wear nice skirts and be pretty to please men's tastes and desires. Women are inherently subhuman, so yes, they need to be told what to wear.",0.584095,0.509388
1384,4,Women are trash and we should have their respect!,"Women should wear nice skirts and be pretty to please men's tastes and desires. Women are inherently subhuman, so yes, they need to be told what to wear. Women are trash and we should have their respect!",0.78711975,0.7252971
1253,0,Gay marriage is a way to bring back slavery and oppression.,Gay marriage is a way to bring back slavery and oppression.,0.568186,0.568186
1253,2,"Gay men are slaves of their perversion, they abuse their anus and want us to do the same.","Gay marriage is a way to bring back slavery and oppression. Gay men are slaves of their perversion, they abuse their anus and want us to do the same.",0.9209984,0.8778702
1336,0,Gays are a plague spreading all around the world. They poison our water supply and ruin our children's brains.,Gays are a plague spreading all around the world. They poison our water supply and ruin our children's brains.,0.8252207,0.8252207
1336,2,"They try to poison our water supplies with AIDS, they'd be better off in jail.","Gays are a plague spreading all around the world. They poison our water supply and ruin our children's brains. They try to poison our water supplies with AIDS, they'd be better off in jail.",0.36095104,0.7856813
1336,4,Because LGBT people are a problem in our country: they have the temerity to seek happiness and family regardless of our values.,"Gays are a plague spreading all around the world. They poison our water supply and ruin our children's brains. They try to poison our water supplies with AIDS, they'd be better off in jail. Because LGBT people are a problem in our country: they have the temerity to seek happiness and family regardless of our values.",0.51980776,0.7675452
1336,6,"Yes, because they want the state to provide for their perverted happiness. Gays are a burden to society.","Gays are a plague spreading all around the world. They poison our water supply and ruin our children's brains. They try to poison our water supplies with AIDS, they'd be better off in jail. Because LGBT people are a problem in our country: they have the temerity to seek happiness and family regardless of our values. Yes, because they want the state to provide for their perverted happiness. Gays are a burden to society.",0.687436,0.78855824
507,0,Gays are perverts and promiscuous sex addicts.,Gays are perverts and promiscuous sex addicts.,0.9061063,0.9061063
507,2,"Then why, according to the Bible, gays are an abomination to God?","Gays are perverts and promiscuous sex addicts. Then why, according to the Bible, gays are an abomination to God?",0.47900817,0.85333383
507,4,What dignity can gays have while they are spreading AIDS all around the world because they are promiscuous and fornicate with strangers? We should prevent them to make blood donations.,"Gays are perverts and promiscuous sex addicts. Then why, according to the Bible, gays are an abomination to God? What dignity can gays have while they are spreading AIDS all around the world because they are promiscuous and fornicate with strangers? We should prevent them to make blood donations.",0.6544696,0.8299589
773,0,Women should be subsumed to men.,Women should be subsumed to men.,0.51980776,0.51980776
773,2,Because women are subhuman.,Women should be subsumed to men. Because women are subhuman.,0.6426206,0.6611249
435,0,Jews have a secret plot to take over the world.,Jews have a secret plot to take over the world.,0.40614098,0.40614098
435,2,Then how can you explain that they control the goverment of powerful nations such as the U.S.?,Jews have a secret plot to take over the world. Then how can you explain that they control the goverment of powerful nations such as the U.S.?,0.01859777,0.3389984
435,4,"How can the United States have extended rights and freedoms when the Jews control the banks, media, hollywood, etc.? ","Jews have a secret plot to take over the world. Then how can you explain that they control the goverment of powerful nations such as the U.S.? How can the United States have extended rights and freedoms when the Jews control the banks, media, hollywood, etc.? ",0.37955463,0.36095104
649,0,"No one wants to live in a country where Muslims are free to live as they wish, worship as they want, have sex as they want.","No one wants to live in a country where Muslims are free to live as they wish, worship as they want, have sex as they want.",0.5024724,0.5024724
649,2,Muslims are here to rule us with their religion.,"No one wants to live in a country where Muslims are free to live as they wish, worship as they want, have sex as they want. Muslims are here to rule us with their religion.",0.4014846,0.568186
1151,0,We cannot keep letting in hundreds of thousands of immigrants. This is not what the American dream is about.,We cannot keep letting in hundreds of thousands of immigrants. This is not what the American dream is about.,0.16591948,0.16591948
1151,2,So the American dream is about stuffing our country with terrorists?,We cannot keep letting in hundreds of thousands of immigrants. This is not what the American dream is about. So the American dream is about stuffing our country with terrorists?,0.29953843,0.31963667
782,0,I don't see women contributing anything to society.,I don't see women contributing anything to society.,0.5921536,0.5921536
782,2,What has feminism ever done for you?,I don't see women contributing anything to society. What has feminism ever done for you?,0.17458448,0.4977744
782,4,"Maybe the word ""Feminism"" once signified fighting for a just cause, but now it has come to mean superiority of women.","I don't see women contributing anything to society. What has feminism ever done for you? Maybe the word ""Feminism"" once signified fighting for a just cause, but now it has come to mean superiority of women.",0.36095104,0.47119883
656,0,"Women need to have children, and if they don't want to they surely have mental issues.","Women need to have children, and if they don't want to they surely have mental issues.",0.55739564,0.55739564
656,2,Women are happy only because they are childlike: they should remain at home with the kids and take care of the house.,"Women need to have children, and if they don't want to they surely have mental issues. Women are happy only because they are childlike: they should remain at home with the kids and take care of the house.",0.44039994,0.50759226
566,0,Jews are and should be isolated from society.,Jews are and should be isolated from society.,0.73663366,0.73663366
566,2,Because Jews are racist: they want to preserve their own race and purity of their own blood. This is why many people are banned from entering Israel.,Jews are and should be isolated from society. Because Jews are racist: they want to preserve their own race and purity of their own blood. This is why many people are banned from entering Israel.,0.50759226,0.6407703
972,0,Those blacks are slaves: slavery runs in their blood.,Those blacks are slaves: slavery runs in their blood.,0.6989911,0.6989911
972,2,"Because black people are subhuman, they should stay in their caves.","Those blacks are slaves: slavery runs in their blood. Because black people are subhuman, they should stay in their caves.",0.7675452,0.76197964
972,4,"What kind of 'human value' are you talking about? Black people have never been peaceful people, they are always seeking trouble.","Those blacks are slaves: slavery runs in their blood. Because black people are subhuman, they should stay in their caves. What kind of 'human value' are you talking about? Black people have never been peaceful people, they are always seeking trouble.",0.56269526,0.6852916
651,0,I did not know the faggots were given the permission to still exist. They should be suppressed.,I did not know the faggots were given the permission to still exist. They should be suppressed.,0.74954444,0.74954444
651,2,Because this is the right thing to do... We should start a genocide against gays.,I did not know the faggots were given the permission to still exist. They should be suppressed. Because this is the right thing to do... We should start a genocide against gays.,0.7675452,0.85173553
651,4,Homosexuality is incompatible with the manners of life of Europe.,I did not know the faggots were given the permission to still exist. They should be suppressed. Because this is the right thing to do... We should start a genocide against gays. Homosexuality is incompatible with the manners of life of Europe.,0.52007306,0.7998551
334,0,Jewish folk are different.,Jewish folk are different.,0.1893425,0.1893425
334,2,It means that we must kill them all.,Jewish folk are different. It means that we must kill them all.,0.82048255,0.85173553
540,0,women can't have any right in a civilised society,women can't have any right in a civilised society,0.6407703,0.6407703
540,2,Women have no place in a free and open society. They should just do their housework and raise children without complaining.,women can't have any right in a civilised society Women have no place in a free and open society. They should just do their housework and raise children without complaining.,0.51869136,0.5885171
1494,0,Black people are a sickness and we cannot allow our children to grow up in a black dominated society.,Black people are a sickness and we cannot allow our children to grow up in a black dominated society.,0.8299589,0.8299589
1494,2,"But black folks are criminals and thieves, they have a bad influence on our kids. ","Black people are a sickness and we cannot allow our children to grow up in a black dominated society. But black folks are criminals and thieves, they have a bad influence on our kids. ",0.7998551,0.85333383
1094,0,Refugee crisis is a burden to EU.,Refugee crisis is a burden to EU.,0.11161,0.11161
1094,2,"I am not sure about the beneficial effects, but for sure we are the only one paying the price of excessive immigration. ","Refugee crisis is a burden to EU. I am not sure about the beneficial effects, but for sure we are the only one paying the price of excessive immigration. ",0.044883765,0.059727192
1464,0,Feminists want women's supremacy.,Feminists want women's supremacy.,0.3625127,0.3625127
1464,2,"Feminists want women ruling men, that's all.","Feminists want women's supremacy. Feminists want women ruling men, that's all.",0.32397532,0.36095104
1464,4,Bullshit! Feminism is a selfish ideology: they only care about themselves.,"Feminists want women's supremacy. Feminists want women ruling men, that's all. Bullshit! Feminism is a selfish ideology: they only care about themselves.",0.8696708,0.8460273
732,0,Just because we accept homosexuality doesn't mean we have to accept all LGBT trans-shit as well.,Just because we accept homosexuality doesn't mean we have to accept all LGBT trans-shit as well.,0.78855824,0.78855824
732,2,"If they are not confortable with their gender, then they should be isolated.","Just because we accept homosexuality doesn't mean we have to accept all LGBT trans-shit as well. If they are not confortable with their gender, then they should be isolated.",0.30319387,0.6863638
732,4,But the LGBT community is full of sick people that must be cured.,"Just because we accept homosexuality doesn't mean we have to accept all LGBT trans-shit as well. If they are not confortable with their gender, then they should be isolated. But the LGBT community is full of sick people that must be cured.",0.52272606,0.743089
350,0,Muslims are terrorists.,Muslims are terrorists.,0.7510937,0.7510937
350,2,"But, coincidentally, all those I heard of are Muslims. ","Muslims are terrorists. But, coincidentally, all those I heard of are Muslims. ",0.2396185,0.6308517
1124,0,I hate Muslims. An invasion is the exact opposite of a religion.,I hate Muslims. An invasion is the exact opposite of a religion.,0.74954444,0.74954444
1124,2,But they stay on their own and contribute nothing to our society!,I hate Muslims. An invasion is the exact opposite of a religion. But they stay on their own and contribute nothing to our society!,0.23812068,0.75208336
1124,4,What is the meaning of an open society if they do not want to integrate? ,I hate Muslims. An invasion is the exact opposite of a religion. But they stay on their own and contribute nothing to our society! What is the meaning of an open society if they do not want to integrate? ,0.021196328,0.6667219
1383,0,Jews are and should be isolated from society.,Jews are and should be isolated from society.,0.73663366,0.73663366
1383,2,I'm saying this because Jews are (and always have been) a threat to society.,Jews are and should be isolated from society. I'm saying this because Jews are (and always have been) a threat to society.,0.6588125,0.743089
1341,0,This is an invasion. Millions of strangers jeopardizing our race and culture.,This is an invasion. Millions of strangers jeopardizing our race and culture.,0.37751234,0.37751234
1341,2,But they are invading our country!,This is an invasion. Millions of strangers jeopardizing our race and culture. But they are invading our country!,0.25462922,0.39644176
1341,4,"Immigrants are overrunning our country, and are here illegally","This is an invasion. Millions of strangers jeopardizing our race and culture. But they are invading our country! Immigrants are overrunning our country, and are here illegally",0.44393396,0.4269174
471,0,Refugees are not welcome in our country.,Refugees are not welcome in our country.,0.47323486,0.47323486
471,2,But we cannot coexist in a society with millions of strangers that disrespect our culture and other human beings.,Refugees are not welcome in our country. But we cannot coexist in a society with millions of strangers that disrespect our culture and other human beings.,0.19219314,0.39644176
471,4,I'm fine with a multicultural society as long as we keep migrants in concentration camps.,Refugees are not welcome in our country. But we cannot coexist in a society with millions of strangers that disrespect our culture and other human beings. I'm fine with a multicultural society as long as we keep migrants in concentration camps.,0.509388,0.47886392
471,6,"Yes, because migrants are not welcome in our country.","Refugees are not welcome in our country. But we cannot coexist in a society with millions of strangers that disrespect our culture and other human beings. I'm fine with a multicultural society as long as we keep migrants in concentration camps. Yes, because migrants are not welcome in our country.",0.4394682,0.45090583
1185,0,"Gay perverts are a danger to children because of their lifestyle choices, involving raping children.","Gay perverts are a danger to children because of their lifestyle choices, involving raping children.",0.64447093,0.64447093
1185,2,Then why they are involved in so many cases of abuse?,"Gay perverts are a danger to children because of their lifestyle choices, involving raping children. Then why they are involved in so many cases of abuse?",0.051810697,0.6289369
1156,0,Those who come in the UK from other countries should be expelled or excluded.,Those who come in the UK from other countries should be expelled or excluded.,0.4014846,0.4014846
1156,2,But they take all the social housing from British people. ,Those who come in the UK from other countries should be expelled or excluded. But they take all the social housing from British people. ,0.046368107,0.33338684
1320,0,I'm tired of losing so much to black people. It's time for us to wake up.,I'm tired of losing so much to black people. It's time for us to wake up.,0.5559701,0.5559701
1320,2,Come on! There are so many niggas in our society that we will soon become their slaves. We need change!,I'm tired of losing so much to black people. It's time for us to wake up. Come on! There are so many niggas in our society that we will soon become their slaves. We need change!,0.6852916,0.7105462
1320,4,"I am not interested in knowing a black person. They are different to us in so many ways. They think and feel like us, but are unable to experience the fullness of our humanity.","I'm tired of losing so much to black people. It's time for us to wake up. Come on! There are so many niggas in our society that we will soon become their slaves. We need change! I am not interested in knowing a black person. They are different to us in so many ways. They think and feel like us, but are unable to experience the fullness of our humanity.",0.4394682,0.62136006
1014,0,I cannot stand women complaining about work discrimination. Women have been legalised to work.,I cannot stand women complaining about work discrimination. Women have been legalised to work.,0.2854937,0.2854937
1014,2,This is about Europe. But we live in UK mate!,I cannot stand women complaining about work discrimination. Women have been legalised to work. This is about Europe. But we live in UK mate!,0.05750068,0.295883
659,0,Immigration makes us less safe.,Immigration makes us less safe.,0.31132057,0.31132057
659,2,You see? You have been braiwashed by the media... they are hiding the truth about refugees: there are so many immigrants that the situation is becoming increasingly toxic.,Immigration makes us less safe. You see? You have been braiwashed by the media... they are hiding the truth about refugees: there are so many immigrants that the situation is becoming increasingly toxic.,0.36456755,0.3722269
659,4,"I'm speaking out right now: Migrants break the law in the USA, they are not welcome here!","Immigration makes us less safe. You see? You have been braiwashed by the media... they are hiding the truth about refugees: there are so many immigrants that the situation is becoming increasingly toxic. I'm speaking out right now: Migrants break the law in the USA, they are not welcome here!",0.47886392,0.42985553
659,6,If Migrants are subject to the rules then why don't they contribute to our society? It is better that they are deported.,"Immigration makes us less safe. You see? You have been braiwashed by the media... they are hiding the truth about refugees: there are so many immigrants that the situation is becoming increasingly toxic. I'm speaking out right now: Migrants break the law in the USA, they are not welcome here! If Migrants are subject to the rules then why don't they contribute to our society? It is better that they are deported.",0.3367073,0.38434127
1017,0,Immigration is a bad thing for Europe.,Immigration is a bad thing for Europe.,0.29405528,0.29405528
1017,2,"Ok, let me be more specific then: Immigration is bad for the economy.","Immigration is a bad thing for Europe. Ok, let me be more specific then: Immigration is bad for the economy.",0.26859093,0.27750343
1017,4,But they also bring problems. And you can't deny it!,"Immigration is a bad thing for Europe. Ok, let me be more specific then: Immigration is bad for the economy. But they also bring problems. And you can't deny it!",0.050821137,0.295883
1017,6,So you agree with me that immigration is a problem!,"Immigration is a bad thing for Europe. Ok, let me be more specific then: Immigration is bad for the economy. But they also bring problems. And you can't deny it! So you agree with me that immigration is a problem!",0.19789438,0.295883
1081,0,Gays are some kind of devil worshippers. ,Gays are some kind of devil worshippers. ,0.718943,0.718943
1081,2,"Yes, it means that we should make a law to get rid of them!","Gays are some kind of devil worshippers.  Yes, it means that we should make a law to get rid of them!",0.25915736,0.76197964
1183,0,Gay men are a danger to children.,Gay men are a danger to children.,0.687436,0.687436
1183,2,"Yes, different in that they are a danger to children.","Gay men are a danger to children. Yes, different in that they are a danger to children.",0.11398677,0.6667219
1183,4,At least as long as they are not abused by their so-called 'parents'.,"Gay men are a danger to children. Yes, different in that they are a danger to children. At least as long as they are not abused by their so-called 'parents'.",0.20126031,0.62136006
1183,6,The facts are that they are just filthy pedophiles.,"Gay men are a danger to children. Yes, different in that they are a danger to children. At least as long as they are not abused by their so-called 'parents'. The facts are that they are just filthy pedophiles.",0.74954444,0.8252207
739,0,Jews control the government.,Jews control the government.,0.32020867,0.32020867
739,2,"For my religion this is not true, but for Judaism it is: they control the banks, media, hollywood, and also the u.s. government.","Jews control the government. For my religion this is not true, but for Judaism it is: they control the banks, media, hollywood, and also the u.s. government.",0.24282593,0.3048984
1226,0,Muslims have no place in civilised Europe,Muslims have no place in civilised Europe,0.6426206,0.6426206
1226,2,"Yes, there is a difference: they are incompatible with society.","Muslims have no place in civilised Europe Yes, there is a difference: they are incompatible with society.",0.20172562,0.6342749
1226,4,"Regardless of the laws, they have no place here.","Muslims have no place in civilised Europe Yes, there is a difference: they are incompatible with society. Regardless of the laws, they have no place here.",0.05799546,0.5921536
365,0,Gay men are diseased and should go to a hospital.,Gay men are diseased and should go to a hospital.,0.6863638,0.6863638
365,2,Exactly. Those sick ones should be shunned and ignored. They are not human.,Gay men are diseased and should go to a hospital. Exactly. Those sick ones should be shunned and ignored. They are not human.,0.48021027,0.743089
1445,0,"Muslims have the potential to turn into terrorists, and they are willing to do so.","Muslims have the potential to turn into terrorists, and they are willing to do so.",0.5721988,0.5721988
1445,2,Why are all Muslims causing terrorist attacks then?,"Muslims have the potential to turn into terrorists, and they are willing to do so. Why are all Muslims causing terrorist attacks then?",0.4014846,0.47119883
436,0,"It is okay to blame feminism. All feminists are bad. We must point out that feminism, or the attack of women against men, should be deleted.","It is okay to blame feminism. All feminists are bad. We must point out that feminism, or the attack of women against men, should be deleted.",0.45751464,0.45751464
436,2,It makes sense since feminism and equality are only about the supremacy of the minorities.,"It is okay to blame feminism. All feminists are bad. We must point out that feminism, or the attack of women against men, should be deleted. It makes sense since feminism and equality are only about the supremacy of the minorities.",0.2763787,0.43965456
860,0,The Jews are and will always be a problem. It is impossible for them to get beyond the shame of their stigma.,The Jews are and will always be a problem. It is impossible for them to get beyond the shame of their stigma.,0.5885171,0.5885171
860,2,"But they have no right to cordon off areas for themselves, where no jew is allowed to go, while simultaneously having their judges fill white neighbourhoods with social housing.","The Jews are and will always be a problem. It is impossible for them to get beyond the shame of their stigma. But they have no right to cordon off areas for themselves, where no jew is allowed to go, while simultaneously having their judges fill white neighbourhoods with social housing.",0.3389984,0.53579444
860,4,It's different: Jews are addicted to their religion and should be isolated.,"The Jews are and will always be a problem. It is impossible for them to get beyond the shame of their stigma. But they have no right to cordon off areas for themselves, where no jew is allowed to go, while simultaneously having their judges fill white neighbourhoods with social housing. It's different: Jews are addicted to their religion and should be isolated.",0.5024724,0.55739564
1086,0,"LGBTs just want to brainwash our children. There should be no teaching about gender identity and sexual orientation in school, and it will only lead to bullying.","LGBTs just want to brainwash our children. There should be no teaching about gender identity and sexual orientation in school, and it will only lead to bullying.",0.47886392,0.47886392
1086,2,How can this brainwashing help the children if they'll end up being bullied?,"LGBTs just want to brainwash our children. There should be no teaching about gender identity and sexual orientation in school, and it will only lead to bullying. How can this brainwashing help the children if they'll end up being bullied?",0.20056234,0.42349213
