text,parent_text,text_score,parent_score,actual_score,api_score
" Wow, I just checked in IE and the table is ok, but when I use Mozilla the table is broken. Check this. ","Can you give an example of when it is misbehaving?  The more details you can provide, the easier it will be to fix the problem.  '''( – ''' Wow, I just checked in IE and the table is ok, but when I use Mozilla the table is broken. Check this. ",0.029445656,0.046368107,0,0.0348
"You can use Wikipedia:Articles for creation if you believe it will survive an AfD.  I just do not believe it would do so at this moment, but then again we do have the Polar Vortex issue going on so it might work on media alone.   ","It can be a redirect, of course. But I don't know what else to call it at this point.—  '''·'''  '''·'''  '''·'''You can use Wikipedia:Articles for creation if you believe it will survive an AfD.  I just do not believe it would do so at this moment, but then again we do have the Polar Vortex issue going on so it might work on media alone.   ",0.026499467,0.029917045,0,0.0536
"I've restored the page to . Please improve it by adding material based on reliable sources and removing promotional fluff. When you're finished, you can move the article back by following the instructions at WP:Moving a page. —  /"," I'm aware of the meaning of G11. Unfortunately I don't have the text of the page because you've deleted it and I'd rather not recreate my work and the work of anybody else who contributed to it.   I've restored the page to . Please improve it by adding material based on reliable sources and removing promotional fluff. When you're finished, you can move the article back by following the instructions at WP:Moving a page. —  /",0.030388435,0.049831573,0,0.0688
"IMHO N '''Not done'''. Being the editor who contributed to the section merged into legacy, there are still many things absent from there, like the legal battle between Sippy family, reviews, BO figure etc. ''''''","This is pretty much done, except for keeping up with the latest box office figures, and maybe adding a review.  I wanted to let you know that I have it listed the article at WP:TFAR.  | IMHO N '''Not done'''. Being the editor who contributed to the section merged into legacy, there are still many things absent from there, like the legal battle between Sippy family, reviews, BO figure etc. ''''''",0.03781283,0.039226998,0,0.0464
I was in the Chattertocks and was an editor/reporter at the BDH. Class of '99. Nice to connect with a fellow Brownie. Will email you if I get any responses about someone willing to take this on.  ,"Yes, '00. Michael Mandiberg. Your name sounded really familiar from Brown, but I can't remember from where (maybe VA, were you part of BDH?). Let me know if you want assistance re: location. My best means of contact is email, which is my firstname@lastname.com. I was in the Chattertocks and was an editor/reporter at the BDH. Class of '99. Nice to connect with a fellow Brownie. Will email you if I get any responses about someone willing to take this on.  ",0.025320992,0.023199737,0,0.2283
"Ah yes, ""Fewer than one-in-ten American Muslims say that suicide bombing is sometimes (7%) or often (1%) justified."" That's 20%? Hating people because of their religion is bigotry.  ","Don't worry, only 20% of Muslims in the United States, for example, believe suicide bombing is sometimes justified... http://www.pewglobal.org/2009/12/17/little-support-for-terrorism-among-muslim-americans/Ah yes, ""Fewer than one-in-ten American Muslims say that suicide bombing is sometimes (7%) or often (1%) justified."" That's 20%? Hating people because of their religion is bigotry.  ",0.38434127,0.3969567,0,0.5618
 All done!  ,"  After you find a link that verifies the United Kingdom chart, we'll be good to go!   All done!  ",0.017089844,0.027913637,0,0.0686
"Do you have a full citation for that, and I can add it in. ''''''","According to the 98–99 ''Combat Fleets'' (p. 84), she was re-equipped with the bow mounted '''76.2''' mm mount, two single 40 mm Bofors guns, two Phalanxes, 6 .5 in machine guns and some Blowpipe and Javelin MANPADs for the Gulf war. It stated that it retained the Phalanxes and Bofors in 1998. Do you have a full citation for that, and I can add it in. ''''''",0.018095128,0.05205809,0,0.0389
"Well, thanks for your response. ","Well, the change in policy happened only 3 weeks ago , so I'll see how it pans out. Well, thanks for your response. ",0.009487377,0.011623607,0,0.0359
I replied.  ·,"If the email has anything to do with this userpage business, can you please send me a copy?  ·I replied.  ·",0.01438814,0.021314176,0,0.031
"I prefer ""San people"" but I think it best to do my homework before committing myself. I think part of the reason this situation hasn't been resolved yet is that people are relying on their personal impressions and feelings rather than checking what reliable sources say. If a move is being contemplated, we need to be able to motivate it better. ","I personally find the word ""Bushman"" rather distasteful, but that could simply be because I don't speak Khoekhoegowab and so can't really compare.  This may be a case where neither COMMONNAME nor a desire to avoid pejoratives will give an easy answer.  —  I prefer ""San people"" but I think it best to do my homework before committing myself. I think part of the reason this situation hasn't been resolved yet is that people are relying on their personal impressions and feelings rather than checking what reliable sources say. If a move is being contemplated, we need to be able to motivate it better. ",0.019980038,0.15490346,0,0.0676
"This is July 2013 article, what does ""just been created"" mean here? And notability on Wikipedia english is not related with google search. ","''Only one reference is not enough to show article notability'' - you shouldn't be judging how notable a subject is by its Wikipedia article and neither should you expect a Wikipedia article that has just been created to already be of a sufficient quality to demonstrate its notability. Do a quick Google search!  • This is July 2013 article, what does ""just been created"" mean here? And notability on Wikipedia english is not related with google search. ",0.027442247,0.056758508,0,0.1115
The bot is now operational ( I think ) at http://tools.wmflabs.org/citations/.  ," has started the process of porting to Labs - see here and here, and we are planning to help with the transition in any way we can. We are also thinking about how to handle references more systematically across the English Wikipedia, other languages and other Wikimedia projects. More via email.    The bot is now operational ( I think ) at http://tools.wmflabs.org/citations/.  ",0.021314176,0.015393426,0,0.0491
"Yes, sorry about that, . I fixed my mistake as soon as I realized it. Good luck.  ","Please do not mark any pages tagged with  for speedy deletion. They have the same status as disambiguation pages. I'm currently writing the article on the new ).  Yes, sorry about that, . I fixed my mistake as soon as I realized it. Good luck.  ",0.015896067,0.028031485,0,0.0443
"""Western Europe"" is actually more common. I believe ""north-western Europe"" was originally preferred because it was believed it was more accurate. I guess nobody actually looked at a map though. ''''''  | ","The inconsistency is not created by Wikipedia, it is an inconsistency that exists in the real world. Wikipedia does not make terms, it follows common usage, and we are not here to correct that usage.  ""Western Europe"" is actually more common. I believe ""north-western Europe"" was originally preferred because it was believed it was more accurate. I guess nobody actually looked at a map though. ''''''  | ",0.033334624,0.10739898,0,0.0906
"When I used a variety of skins it still came up as a rather distracting link. Tom, have you tried all the different skins to see ho it looks? Since this is one of the few changes that someone can make that affects how ''every'' page looks, I think that this is rather important.
BTW, here's how it looks with my skin: 
Thanks, | 15:19, 15 Sep 2004 (UTC)","Why not make the link http://en.wikipedia.org/wiki/{{NAMESPACE}}:{{PAGENAME}}? This may counter all that crap that our mirrors have been giving us.  —   19:13, 6 Sep 2004 (UTC)When I used a variety of skins it still came up as a rather distracting link. Tom, have you tried all the different skins to see ho it looks? Since this is one of the few changes that someone can make that affects how ''every'' page looks, I think that this is rather important.
BTW, here's how it looks with my skin: 
Thanks, | 15:19, 15 Sep 2004 (UTC)",0.03781283,0.2786282,0,0.1398
That's quite a list of articles to add to from only one source.  WTG!    , Gabriel MoragaThat's quite a list of articles to add to from only one source.  WTG!    ,0.032863233,0.026735162,0,0.1818
 Huawei and Petrobras have long been threats to our homeland. ''''''," Yeah, but can you ''imagine'' how they and their friends must be doing in the stock market with all those juicy tips?   Huawei and Petrobras have long been threats to our homeland. ''''''",0.2553839,0.24763705,0,0.3221
"I also have the problem of having edits (that have significance) instantly removed, even when the source is, in fact, reliable.  ","And how would you define which entries are more ""relevant""? We need a global standard, and I believe that would be the presence of a third-party source. If no third-party source has discussed one of the elements et al., then I would argue that it is trivial.  I also have the problem of having edits (that have significance) instantly removed, even when the source is, in fact, reliable.  ",0.031449065,0.039462693,0,0.0495
"That sounds like a good source, do you have any others? Usually we require multiple sources.  ","For instance the edit a book like Transforming Collections, by the editor of Steve Jackson Games, spending two pages talking about the character? Reliable, a notable author, and in depth discussion.  That sounds like a good source, do you have any others? Usually we require multiple sources.  ",0.021549871,0.023671126,0,0.048
"""This case is about lying and cheating by Consumers Union for its own financial motives,"" George F. Ball, (managing counsel Suzuki America)"" http://articles.latimes.com/2003/aug/19/nation/na-consumer19","Funny, the article lists some lawsuits against Consumer Reports, but most of them were found in CR's favor. While they've had some erroneous testing, they've always owned up to it. They've never been sued for publishing fake or made-up reports that I'm able to find. —  | ""This case is about lying and cheating by Consumers Union for its own financial motives,"" George F. Ball, (managing counsel Suzuki America)"" http://articles.latimes.com/2003/aug/19/nation/na-consumer19",0.17891699,0.11739369,0,0.3821999999999999
"You knocked that up pretty sharpish! Before I could write a plot summary I'd have to read the book, but I don't think I'd enjoy it, so it's unlikely that I will.  ","Thanks. Yes. I saw a red link in our article: it's red no more. Feel free to add a plot summary to The Gorilla Hunters.  You knocked that up pretty sharpish! Before I could write a plot summary I'd have to read the book, but I don't think I'd enjoy it, so it's unlikely that I will.  ",0.17025198,0.06421452,0,0.1606
Thank you. Fortunately there are some interesting articles to choose from... , Very interesting choice. Bravo. Thank you. Fortunately there are some interesting articles to choose from... ,0.009424546,0.010618322,0,0.0522
"The link on the Wikimedia Commons page is '''Tools''', not 'toolbox'. - ","Navigate to right under the image to where it says this file is from Wikimedia Commons, and click the link that says '''description page there'''. Then you will be on Commons. Then on the left under the toolbox, click nominate for deletion. If you are not signed in on Commons, it will perform the edits under your IP.   • The link on the Wikimedia Commons page is '''Tools''', not 'toolbox'. - ",0.019728716,0.021903414,0,0.0666
"Ok, so how should I go about converting it into a taskforce?  ","It's not really controversial. I'm sure it would work better as a task force than an independent project. The islands are now part of Japan after all.— Ok, so how should I go about converting it into a taskforce?  ",0.027560094,0.028620722,0,0.0774
As from what you say the aircraft landed safely without much of a problem it probably isnt that noteworthy or notable enough for inclusion.  ,"I listed this incident under Bristol Britannia#Accidents and incidents, but it has been deleted as ""original research"".  Has anyone any access to veritable data on this incident, please?  The independence celebrations dates it to September 1964.   As from what you say the aircraft landed safely without much of a problem it probably isnt that noteworthy or notable enough for inclusion.  ",0.026617315,0.032156147,0,0.0622
"How about you see if there's enough material for a few paragraphs within Acorn Computers, then see if it's really worth spinning out. Online Media was only a seperate marketing name of Acorn for a very short time before being merged back into Acorn again. August 1994 to ~Februaray 1997. Can mention ART and Acorn Education at the same time.","More for any potential use within  than here. In fact, the company is probably more notable than the boxes themselves, so maybe the article should be re-worked and moved accordingly.    · How about you see if there's enough material for a few paragraphs within Acorn Computers, then see if it's really worth spinning out. Online Media was only a seperate marketing name of Acorn for a very short time before being merged back into Acorn again. August 1994 to ~Februaray 1997. Can mention ART and Acorn Education at the same time.",0.013257195,0.026617315,0,0.0669
"Yes, that is one point. Which I attempted to include two sentences mentioning. It's a pretty notable fact, wouldn't you agree? That the two people who were kidnapped (and at times during the ordeal, pledged their love for each other) have conflicting accounts on a number of issues, have accused each other of betrayal, and no longer speak. This is all covered widely in the media.  ","I have read your post at BLP and the sources. Personally I don't see anything there but an uneasy relationship between Brennan and Lindhout.  Yes, that is one point. Which I attempted to include two sentences mentioning. It's a pretty notable fact, wouldn't you agree? That the two people who were kidnapped (and at times during the ordeal, pledged their love for each other) have conflicting accounts on a number of issues, have accused each other of betrayal, and no longer speak. This is all covered widely in the media.  ",0.104795754,0.09481675,0,0.1169
"Thank you!  That process info. on the talk page is Greek to me, so I'm glad you'll be looking into getting it re-automated.  ","The update process is described on the Admin talk page, though it is a little dated (the page format is simpler now).  It does depend on a text editor with regular expressions like vi.  The most tedious part is copying and pasting the category entries into the editor.  Back when there was only 3000 articles, this wasn't too bad, but now there are 17,105 entries!   — Thank you!  That process info. on the talk page is Greek to me, so I'm glad you'll be looking into getting it re-automated.  ",0.012943043,0.017969469,0,0.038
"Oh, okay sir. Didn't know that. Thanks! D ","You are capable of doing it, as long as the history of the target has precisely 1 revision, which is a redirect to the source.  Oh, okay sir. Didn't know that. Thanks! D ",0.014890783,0.021196328,0,0.0526
" Well, I reserve the right to edit as I see fit; you are not the genre gate-keeper. Also, ''The Guardian'' is listed at https://en.wikipedia.org/wiki/Wikipedia:ALBUM/SOURCE#Online_and_print; the ''Miami Herald'' is not. You are a time-waster that should be double-checking your FAs for plagiarism, nt hounding other editors.  |"," Uhm your words were ""I concede acid rock"", not ""might be appropriate"". And you ''didnt'' remove ''The Guardian'', which was effectively citing ""psychedelic rock"", so the double standard makes one wonder.   Well, I reserve the right to edit as I see fit; you are not the genre gate-keeper. Also, ''The Guardian'' is listed at https://en.wikipedia.org/wiki/Wikipedia:ALBUM/SOURCE#Online_and_print; the ''Miami Herald'' is not. You are a time-waster that should be double-checking your FAs for plagiarism, nt hounding other editors.  |",0.37751234,0.37751234,0,0.2773
"Yessir.  22:36, Sep 15, 2004 (UTC)","Do not feed the trolls.   22:29, Sep 15, 2004 (UTC)Yessir.  22:36, Sep 15, 2004 (UTC)",0.013948329,0.3389984,0,0.0728
"1)I saw talking bird's is open,  I think changed mimic to utter is still a better option. Generlization of mimic is simply wrong.
2)I would like to have your opinions of disruptive edits of DrChrissy and her gang on animal welfare. Here is two major problems I identified. ～～～～","Okay, I book marked your talk page, you can leave me notes here. 1)I saw talking bird's is open,  I think changed mimic to utter is still a better option. Generlization of mimic is simply wrong.
2)I would like to have your opinions of disruptive edits of DrChrissy and her gang on animal welfare. Here is two major problems I identified. ～～～～",0.16098402,0.16765249,0,0.4094
"What do you mean ""you see half of the first letter"". You mean the first letter of the original heading?  ·","Ok, I made a draft of exactly what the DIY page will look like with the header. Check out  to see it.  ·What do you mean ""you see half of the first letter"". You mean the first letter of the original heading?  ·",0.030506283,0.03309893,0,0.0324
"Well, cf. the giant header at the top of the page... ","Hmm, the bot doesn't pick sides, we haven't coded it to prefer anyone (or Tawkerbot2 would be murdering a few NHL refs pages atm) )  Well, cf. the giant header at the top of the page... ",0.03639866,0.18269104,0,0.0924999999999999
"Include a balanced view then please. That's what everyone is looking for. Whoever makes a claim - make sure who is saying that and in what journal/book. Since we're dealing with history, scholarly opinion will only suffice. But both opinions must be registered.  ","Yang DOES, however, cautiously refer to this about rapes and increased sati as a result of that, as a VERSION. But, she proffers lots of nuancing/countering material blocked user wouldn't have included. Thus, I will base my rewriting on Yang, which I have access to. Include a balanced view then please. That's what everyone is looking for. Whoever makes a claim - make sure who is saying that and in what journal/book. Since we're dealing with history, scholarly opinion will only suffice. But both opinions must be registered.  ",0.027560094,0.23739935,0,0.0228
Still nothing after another month. Should this be closed? ,"Ouch.  That could account for your rather sparse contribution history of late.  No need to apologize, and I hope you've now got heat and electricity once again.   Still nothing after another month. Should this be closed? ",0.029327808,0.05205809,0,0.1203
"Nope, missing a few pages. And it only goes till 2007.   22:38, January 27, 2014 (UTC)","However, I need help. Some winners and runner ups were changed, and I don't know the real winners. Ideas?  Nope, missing a few pages. And it only goes till 2007.   22:38, January 27, 2014 (UTC)",0.021785567,0.024967449,0,0.0673
"Okay, thank you. I do think this particular talk page was getting a bit stale. Long big ole' talk pages discourage users from active participation. ( — '''''' "," For one-off requests, I think using that tool here is fine. I'd rather not see anyone making many needless consecutive edits here, however. (Useful consecutive editing is fine, of course!) I'll archive the threads that look dead to me manually in a minute.  Okay, thank you. I do think this particular talk page was getting a bit stale. Long big ole' talk pages discourage users from active participation. ( — '''''' ",0.03639866,0.05304765,0,0.1085999999999999
"With all of these changes since the GA2 review, the article certainly looks ready for GA3 review. Please renominate the article for GAN.  ","I have nothing more to add for now.  It has been several days and no other editors have made any comments so I will let Binksternet know that its ready for a second try at a review.  With all of these changes since the GA2 review, the article certainly looks ready for GA3 review. Please renominate the article for GAN.  ",0.014827953,0.023199737,0,0.1146
"Well, one has to be polite. And I do like beer, I just don't drink that too often.  ","Indeed, at the time an eyebrow was raised to extreme degree; nevertheless your company is forever appreciated . — |  || — Well, one has to be polite. And I do like beer, I just don't drink that too often.  ",0.045378547,0.077668175,0,0.0453
Nobody has been rude.  People have been direct though.  This is a primary study and it does not belong in the autism article.  It is pretty simple.   ,The authors claim there are limitations in that type of study to make ''causal inference''. It shows a strong correlation that is quite significant. SandyGeorgia makes a good point. You have been a bit rude and dismissive (see WP:BITE).  Nobody has been rude.  People have been direct though.  This is a primary study and it does not belong in the autism article.  It is pretty simple.   ,0.13908891,0.22712809,0,0.1685
"As has been amply demonstrated here, you and Baker's complaints are in the wrong on this issue. Obviously, it's ""bliss"" when you get it wrong and there's no one around to challenge it. ← ''''","Seconded.  Those few days of grace we had were absolute bliss.  I didn't opine on the last ANI discussion, but the difference between the desks with and without Medeis was so remarkable that I'll definitely be !voting next time.  If there is a next time.  As has been amply demonstrated here, you and Baker's complaints are in the wrong on this issue. Obviously, it's ""bliss"" when you get it wrong and there's no one around to challenge it. ← ''''",0.17631748,0.11161,0,0.1042
See item #4 at WP:ISNOT#Wikipedia_is_not_a_mirror_or_a_repository_of_links.2C_images.2C_or_media_files - ,These both are orphan images. They need to be linked to articles to be on Wikipedia or they need to be moved to Commons -Thanks  See item #4 at WP:ISNOT#Wikipedia_is_not_a_mirror_or_a_repository_of_links.2C_images.2C_or_media_files - ,0.013068704,0.021667719,0,0.1381
"Again, I did not ""delete"" anything. I merged content, and did not replicate a rephrasing of the title of the article since that was, of course, useless. In case you did not see it on the article talk page, as a reminder please always use a descriptive edit summary.  ","You delete content and claim to not have done so. If you don't even notice that you delete, than please stay away. Because of people like you, English Wikipedia had no content about the districts, which are the LAU 1 entities since 2013, at all. And I am the one to fix the mistake in the main article Hungary, and you thread me with a block. How insane.  Again, I did not ""delete"" anything. I merged content, and did not replicate a rephrasing of the title of the article since that was, of course, useless. In case you did not see it on the article talk page, as a reminder please always use a descriptive edit summary.  ",0.11367676,0.37458646,0,0.2479
"Hi TGU - reference the above, and your note on my talk; I do apologise but I'm now heavily committed IRL at the moment as a result of last weeks travels. Because of this I'm not going to be able to get the time to help in the near future I'm afraid. I think you're in safe hands with others however! Best.  :  "," Your welcome! I saw your RfB just minutes after it was transcluded and am happy that it went very well. A genuine and true person like you deserves every recognition possible because you are one of the finest editors of this project who has helped build it in various ways over the years. And yes, I look forward in hearing from you soon ) Best Wishes. '''- '''Hi TGU - reference the above, and your note on my talk; I do apologise but I'm now heavily committed IRL at the moment as a result of last weeks travels. Because of this I'm not going to be able to get the time to help in the near future I'm afraid. I think you're in safe hands with others however! Best.  :  ",0.023317585,0.017592486,0,0.047
"When I last looked at it, the issue you see had not even brought up. The policy as it is supports my position. ","Is there a particular reason you do not want to participate in a discussion on the WP:MILHIST page? A centralized discussion on the issue is more appropriate then 38 on various talk pages. Please participate in it, it was created in hopes of addressing your concerns, and of the greater issue.  When I last looked at it, the issue you see had not even brought up. The policy as it is supports my position. ",0.017089844,0.050078966,0,0.0653
"As I explained, a section in his biography is serving as the page about the company. —","That still doesn't make it him. If he personally developed that system then yes, but it was his company that did it and should be on the company page not the Alan Sugar page. Since there isn't one, you can feel free to make it.  '''''' As I explained, a section in his biography is serving as the page about the company. —",0.011435116,0.02779579,0,0.011
"Yeah, I think you probably should.  The account was .  ","I was just wondering if you could provide a link to the IP he used, but either way I'm going to file an SPI. Yeah, I think you probably should.  The account was .  ",0.023553278,0.043646812,0,0.0643
Blacklisted. ,Same article. Here. ''''''Blacklisted. ,0.039935954,0.06065326,0,0.1910999999999999
"Pretty much any member of a wiki-list should be either a blue-link (meaning they have an article here, and are therefore notable); or are red-links with at least one cite (meaning they could have an article here, and therefore could be notable).  Anyone else is of little value to a list, to our readers, or to Wikipedia.  Remember, not everyone needs an article.  Regards.   ","An even worse problem is WP:V. We have a vague reference to US archives, but so what? Dozens, scores, of names are posted without any references. Assuming that many of these guys are still living, BLP issues abound. The criteria for inclusion on the list should be the notable ones, not the million or so who joined for whatever reasons.  –  Pretty much any member of a wiki-list should be either a blue-link (meaning they have an article here, and are therefore notable); or are red-links with at least one cite (meaning they could have an article here, and therefore could be notable).  Anyone else is of little value to a list, to our readers, or to Wikipedia.  Remember, not everyone needs an article.  Regards.   ",0.03309893,0.1140901,0,0.0715
I can make another screen if you want. ,That's fine. — | I can make another screen if you want. ,0.030388435,0.016964182,0,0.068
Strange how sometimes it works without that parameterunless I'm even more mistaken than I thought.  ,"You're welcome. I see now that the ""official"" parameter for  is , but I try  as a convenient option when I'm too lazy to look things up.  • Strange how sometimes it works without that parameterunless I'm even more mistaken than I thought.  ",0.046368107,0.06381883,0,0.0815
Thank you!  ,Have you tried this Forbes article? They do seem to be very good at managing media...  Thank you!  ,0.00823077,0.012817383,0,0.0195
My pleasure.  ,Thanks for the encouragement.  My pleasure.  ,0.019854378,0.009675868,0,0.118
It says sabatoge pretty early on. ,"Because it is a defining characteristic of this group, something that separates it from other groups. It says sabatoge pretty early on. ",0.03828422,0.050573748,0,0.1169
"Oh... because you are living in Saudi? Right. Well, it doesn't matter, because I just looked at it again and the Terms of Service page in question actually doesn't support the statement in the article. Not anymore at least. So I removed the link. PS: I have been renamed yesterday. - ","Hoi TheFace.  Goed, en met jou?
I'll try, but it generally takes more than a minute, and seen the site, I am not able to check here.    Oh... because you are living in Saudi? Right. Well, it doesn't matter, because I just looked at it again and the Terms of Service page in question actually doesn't support the statement in the article. Not anymore at least. So I removed the link. PS: I have been renamed yesterday. - ",0.16098402,0.13041082,0,0.27
"I understand completely, your studies come first. Good luck with your semester! Best.  ","Thanks for the kind words and your offer but I don't have time to dedicate right now to doing a good job and I don't want to be unfair to the participants. Best of luck finding someone, and again, I'm sorry I can't help. Best, |I understand completely, your studies come first. Good luck with your semester! Best.  ",0.017969469,0.02402467,0,0.0434
Note that my reason for asking is simple: someone ''will'' delete the page unless you can justify its existance. You can read more on why in what the Wikipeda is not. Don't want you to have spent a lot of time making an article that ends up in the gutter because of this.   |  |,"Just curious: do they meet WP:BIO? If so, how?   |  |Note that my reason for asking is simple: someone ''will'' delete the page unless you can justify its existance. You can read more on why in what the Wikipeda is not. Don't want you to have spent a lot of time making an article that ends up in the gutter because of this.   |  |",0.23667802,0.19409354,0,0.1881
" I concur. It should be switched it out, then. Will you do the honors? I don't want to ask the uploader, as apparently I've been a'hounding him (  "," A quick search shows this would be a much better source.   I concur. It should be switched it out, then. Will you do the honors? I don't want to ask the uploader, as apparently I've been a'hounding him (  ",0.19789438,0.18269104,0,0.1243
What good movie with the car? ?  ,.. and drop by at my talk page. ]]What good movie with the car? ?  ,0.033334624,0.06263174,0,0.0759
"Please acquaint yourself with the Wikipedia policies regarding reliable sources, verifiability, primary sources and secondary sources. We need the interpretation based on reliable secondary sources not your own personal interpretation of the primary source which is the Quran. So please refrain from editing until you have acquainted yourself with these policies. Thank you.  "," Everybody agrees that Quran is the one and only book of Islam. Use its translations. Not the opinion of people who think of themselves to be Allah. Please acquaint yourself with the Wikipedia policies regarding reliable sources, verifiability, primary sources and secondary sources. We need the interpretation based on reliable secondary sources not your own personal interpretation of the primary source which is the Quran. So please refrain from editing until you have acquainted yourself with these policies. Thank you.  ",0.081625134,0.1373533,0,0.0255
"And, he's done it again: here.  ","The user has seen fit to post a non-question protesting his recent threa shouldn't be hatted.  I merged this with the hatted thread, and told him to bring his complaints here or face being blocked for disruptive editting. See here.  And, he's done it again: here.  ",0.021549871,0.15656179,0,0.0814
"Ok, Ok, for your stout defence of your position and elaborate proofs, you win! ","Telzer, I must say I'm very surprised. ""Rabbi Finkel"" was only the Mashgiach of Slabodka! As to seeing the comparison with Rav Shkop, Rav Finkel looks similar to me + we've got many websites saying that its Rav Finkel! Ok, Ok, for your stout defence of your position and elaborate proofs, you win! ",0.034277402,0.06421452,0,0.1183
"The irrelevant links you added are being discussed on talk there, let's not duplicate! ","You are relating to Wikipedia guidelines which are not relevant under the circumstances when you are removing links from an article. You have made it quite clear that you think ""Gustavus Adolphus"" is the wrong name and that it should be replaced with ""Gustav Adolph"" - which itself is even more wrong, because noone ever called him that, not when he lived and not now.  The irrelevant links you added are being discussed on talk there, let's not duplicate! ",0.15545623,0.15656179,0,0.0732
"Hmm, not bad, except for my standard reservations about how ""naive set theory"" is treated.  ","I have tried to add some context around that sentence (that I added myself to the lead some time ago). Is it better now? — Hmm, not bad, except for my standard reservations about how ""naive set theory"" is treated.  ",0.11305673,0.10870059,0,0.0524
"Likewise, the duo's ''past'' andtics and its ""ironic"" element here is for their WP page and synthesis on the Olympic page, respectively.","We report what the reliable sources state, not what we wish they said. And no one suggested they were included ''because'' of being gay, just that this was a bit ironic given the ban on ""gay propaganda.""  Likewise, the duo's ''past'' andtics and its ""ironic"" element here is for their WP page and synthesis on the Olympic page, respectively.",0.13214645,0.3250515,0,0.1176999999999999
"I have a fix for the 'city' problem, which I have applied to the Lugg and the Taff.  ","The problem is that the word ""city"" means different things to people in different countries.  Newport is indeed a city in UK terms, but (to me) it looks odd for it to be the only settlement named.  I suggest leaving that parameter completely empty.  I've looked at the other template - it seems unnecessarily complicated.  I have a fix for the 'city' problem, which I have applied to the Lugg and the Taff.  ",0.02449606,0.023553278,0,0.1223
"The rewrite works well here, especially since I'd like to avoid any hint of possible OR where possible, as I sometime let it slip through!   ","I'm not sure; it feels a bit like OR to me.  I've rewritten so that Geo. is described as Charles and Elizabeth's son (rather than as ""Harmison's""); that should clue the reader that Elizabeth's of some importance, and will prompt those who wonder what happened between '96 and '03 to look back at her dates.The rewrite works well here, especially since I'd like to avoid any hint of possible OR where possible, as I sometime let it slip through!   ",0.032156147,0.02638162,0,0.0718
"Because it would be an editing nightmare to include that at all points across WP, while following the MOS would only require it one place.  ","If it can be done, who am i to complain, as long as we do allow more leeway for sources to make the definitive vote if high quality sources indeed cover it. Such as deadmau5. Because it would be an editing nightmare to include that at all points across WP, while following the MOS would only require it one place.  ",0.09741997,0.09958932,0,0.0745
Thanks.  I'd go along with that!  ,It isn't a hoax. I used the wrong tag. Sorry!  Thanks.  I'd go along with that!  ,0.010492661,0.04711028,0,0.0315
"Random, everyone who sees  this page will see that you could not back up a single thing you said.  You're right that you can endlessly deny the obvious.  Of course.  This page will then have to suffice as evidence of your bad faith, and previous failures to justify what you may try to argue again in the future. ","I did not concede that, just for the record.  I did not concede anything.  MrVoluntarist has not convinced me in a single aspect on this talk page.  The discussion was a total failure.  No new consensus was reached.  Can I make it any clearer?Random, everyone who sees  this page will see that you could not back up a single thing you said.  You're right that you can endlessly deny the obvious.  Of course.  This page will then have to suffice as evidence of your bad faith, and previous failures to justify what you may try to argue again in the future. ",0.2648175,0.29771072,1,0.2775
"Hazhk did not actually state a view to be agreed or disagreed with, they simply indicated this word was being used in sources reporting the incident.  Just because the zoo uses the word inaccurately, and this word is perpetuated in subsequent reports, does not mean that Wikipedia should repeat the mistake.__ ","No it wasn't. Look up the definition of a post mortem/autopsy. That is not what they did. And if a source calls it such, then it's not a reliable source.  Hazhk did not actually state a view to be agreed or disagreed with, they simply indicated this word was being used in sources reporting the incident.  Just because the zoo uses the word inaccurately, and this word is perpetuated in subsequent reports, does not mean that Wikipedia should repeat the mistake.__ ",0.09033044,0.09351514,0,0.1237999999999999
".*Oh, well - food maybe? Korean cuisine... ","Uh?  I don't get it— |  || —.*Oh, well - food maybe? Korean cuisine... ",0.037105743,0.08320791,0,0.087
"You're a good man/woman/cocker spaniel. BTW, at the risk of angering JNW (!), I agree: I also am hesitant to undo helpful additions.  ","Thanks, but I should point out that this is my ""weekend"". And thanks to my hatred for deleting articles on notable topics, we now have half a dozen stublets on Swedish actors that desperately need expanding. I've wikidata-linked 'em all.  You're a good man/woman/cocker spaniel. BTW, at the risk of angering JNW (!), I agree: I also am hesitant to undo helpful additions.  ",0.3811502,0.3047732,0,0.1171
You need to post on the article's talk page.  ,"This is a none-controversial edit, the article itself says the Nordic Model is alternatively referred to as ""Nordic capitalism"" (and that is sourced)... Norway, Sweden, Denmark and Finland are capitalist societies, this is not controversial.  You need to post on the article's talk page.  ",0.021196328,0.043399423,0,0.07
"Actually you seem to have forced the consensus by not waiting my reply. I have provided a valid reason for non-archiving, that of being (unsettled) topics of current interest. ","Actually I do have consensus for the change. You also haven't provided a reason why you want a 100k unmanageable talk page,  Actually you seem to have forced the consensus by not waiting my reply. I have provided a valid reason for non-archiving, that of being (unsettled) topics of current interest. ",0.071337044,0.10045706,0,0.06
"Maybe two or three of those were spammers. Seriously, random vandalism is much more of a problem at the moment and most of that gets fixed within two minutes.  ","I was on a wikibreak for around a month until 3 or 4 days ago. I'm on top of things now though.  Maybe two or three of those were spammers. Seriously, random vandalism is much more of a problem at the moment and most of that gets fixed within two minutes.  ",0.1893425,0.115658075,0,0.1959
